Company,Job Title,Description,Time Posted,Location,Image URL
HelloGov AI,UI/UX Designer,We are looking for a UI designer to help us build out our AI platform,24 days ago,"Miami, FL, USA",https://mir-s3-cdn-cf.behance.net/93069f2fe15f53d4a0d4f1b1f677de59/27dfba57-fc93-4a73-9348-aa312bbfcddb_acc_180x180.png?h=f6d7eadb5357e5d636ab9fa7485e56a5
